K-Nearest Neighbors hybrid based recommender experimentation using rating.csv dataset file
 Similarity with kNN hybrid recommender for user: 423 is 0.7585909640630509
 Similarity with kNN hybrid recommender for user: 424 is 0.7394785807721445
 Similarity with kNN hybrid recommender for user: 425 is 0.8482571778788802
 Similarity with kNN hybrid recommender for user: 426 is 0.5603241617752652
 Similarity with kNN hybrid recommender for user: 427 is 0.8364863530157864
 Similarity with kNN hybrid recommender for user: 428 is 0.7819289833210284
 Similarity with kNN hybrid recommender for user: 429 is 0.8620779419765748
 Similarity with kNN hybrid recommender for user: 430 is 0.8233357872307592
 Similarity with kNN hybrid recommender for user: 431 is 0.9151296575866821
 Similarity with kNN hybrid recommender for user: 432 is 0.8837663683455393
 Similarity with kNN hybrid recommender for user: 433 is 0.45517136225311483
 Similarity with kNN hybrid recommender for user: 434 is 0.7950871607504929
 Similarity with kNN hybrid recommender for user: 435 is 0.6630818196427164
 Similarity with kNN hybrid recommender for user: 436 is 0.6536256613893656
 Similarity with kNN hybrid recommender for user: 437 is 0.8816542222116678
 Similarity with kNN hybrid recommender for user: 438 is 0.814029810076265
 Similarity with kNN hybrid recommender for user: 439 is 0.42550078237041816
 Similarity with kNN hybrid recommender for user: 440 is 0.740790697391064
 Similarity with kNN hybrid recommender for user: 441 is 0.6352017945436701
 Similarity with kNN hybrid recommender for user: 442 is 0.7490942132329882
 Similarity with kNN hybrid recommender for user: 443 is 0.7905054031045234
 Similarity with kNN hybrid recommender for user: 444 is 0.761273053564847
 Similarity with kNN hybrid recommender for user: 445 is 0.7550090814567473
 Similarity with kNN hybrid recommender for user: 446 is 0.8688407868989373
 Similarity with kNN hybrid recommender for user: 447 is 0.6807605772579037
 Similarity with kNN hybrid recommender for user: 448 is 0.6115759734547117
 Similarity with kNN hybrid recommender for user: 449 is 0.660567758700226
 Similarity with kNN hybrid recommender for user: 450 is 0.6315339262565858
 Similarity with kNN hybrid recommender for user: 451 is 0.819172846574689
 Similarity with kNN hybrid recommender for user: 452 is 0.8663492853512487
 Similarity with kNN hybrid recommender for user: 453 is 0.790261905551207
 Similarity with kNN hybrid recommender for user: 454 is 0.7672400683400157
 Similarity with kNN hybrid recommender for user: 455 is 0.7584590653213844
 Similarity with kNN hybrid recommender for user: 456 is 0.6036310881690019
 Similarity with kNN hybrid recommender for user: 457 is 0.8202704741004925
 Similarity with kNN hybrid recommender for user: 458 is 0.8083100770670781
 Similarity with kNN hybrid recommender for user: 459 is 0.5840541031851237
 Similarity with kNN hybrid recommender for user: 460 is 0.8142751517297462
 Similarity with kNN hybrid recommender for user: 461 is 0.6703974352181357
 Similarity with kNN hybrid recommender for user: 462 is 0.7313663113071402
 Similarity with kNN hybrid recommender for user: 463 is 0.28252209522252725
 Similarity with kNN hybrid recommender for user: 464 is 0.8419993701177273
 Similarity with kNN hybrid recommender for user: 465 is 0.5498222759283682
 Similarity with kNN hybrid recommender for user: 466 is 0.6513272419916853
 Similarity with kNN hybrid recommender for user: 467 is 0.696967323540737
 Similarity with kNN hybrid recommender for user: 468 is 0.7207648262665793
 Similarity with kNN hybrid recommender for user: 469 is 0.8113106317277421
 Similarity with kNN hybrid recommender for user: 470 is 0.8171059864394126
 Similarity with kNN hybrid recommender for user: 471 is 0.5991775750246043
 Similarity with kNN hybrid recommender for user: 472 is 0.5386485325686711
 Similarity with kNN hybrid recommender for user: 473 is 0.6495956302837717
 Similarity with kNN hybrid recommender for user: 474 is 0.8366537188543928
 Similarity with kNN hybrid recommender for user: 475 is 0.7707022508945793
 Similarity with kNN hybrid recommender for user: 476 is 0.6543713102116883
 Similarity with kNN hybrid recommender for user: 477 is 0.8315957870628158
 Similarity with kNN hybrid recommender for user: 478 is 0.7052716872501575
 Similarity with kNN hybrid recommender for user: 479 is 0.7068385004680672
 Similarity with kNN hybrid recommender for user: 480 is 0.6355872878957816
 Similarity with kNN hybrid recommender for user: 481 is 0.7302716884940835
 Similarity with kNN hybrid recommender for user: 482 is 0.8281944043274976
 Similarity with kNN hybrid recommender for user: 483 is 0.8324018650106061
 Similarity with kNN hybrid recommender for user: 484 is 0.6876731402358562
 Similarity with kNN hybrid recommender for user: 485 is 0.4736044645276807
 Similarity with kNN hybrid recommender for user: 486 is 0.7022185307338233
 Similarity with kNN hybrid recommender for user: 487 is 0.6744858802859292
 Similarity with kNN hybrid recommender for user: 488 is 0.6870785651322842
 Similarity with kNN hybrid recommender for user: 489 is 0.6458021254959192
 Similarity with kNN hybrid recommender for user: 490 is 0.2548801652685937
 Similarity with kNN hybrid recommender for user: 491 is 0.7994121921272317
 Similarity with kNN hybrid recommender for user: 492 is 0.7488452493393232
 Similarity with kNN hybrid recommender for user: 493 is 0.660891286140768
 Similarity with kNN hybrid recommender for user: 494 is 0.43142553041452536
 Similarity with kNN hybrid recommender for user: 495 is 0.8840019615408748
 Similarity with kNN hybrid recommender for user: 496 is 0
 Similarity with kNN hybrid recommender for user: 497 is 0.6849400128728781
 Similarity with kNN hybrid recommender for user: 498 is 0.7293690404932641
 Similarity with kNN hybrid recommender for user: 499 is 0.5710494869923998
 Similarity with kNN hybrid recommender for user: 500 is 0.5877677732631525
 Similarity with kNN hybrid recommender for user: 501 is 0.6489142195753759
 Similarity with kNN hybrid recommender for user: 502 is 0.6768769328930172
 Similarity with kNN hybrid recommender for user: 503 is 0.9211195701810351
 Similarity with kNN hybrid recommender for user: 504 is 0.907574283410257
 Similarity with kNN hybrid recommender for user: 505 is 0.7877358495904292
 Similarity with kNN hybrid recommender for user: 506 is 0.5989814720208178
 Similarity with kNN hybrid recommender for user: 507 is 0.6236672656661804
 Similarity with kNN hybrid recommender for user: 508 is 0.3162377940059091
 Similarity with kNN hybrid recommender for user: 509 is 0.7239013169457805
 Similarity with kNN hybrid recommender for user: 510 is 0.8667209223410124
 Similarity with kNN hybrid recommender for user: 511 is 0.7644418098822934
 Similarity with kNN hybrid recommender for user: 512 is 0.7715896782939589
 Similarity with kNN hybrid recommender for user: 513 is 0.6479977707728296
 Similarity with kNN hybrid recommender for user: 514 is 0.7730781150644855
 Similarity with kNN hybrid recommender for user: 515 is 0.8384194626720468
 Similarity with kNN hybrid recommender for user: 516 is 0.6787314738026072
 Similarity with kNN hybrid recommender for user: 517 is 0.7125447032819382
 Similarity with kNN hybrid recommender for user: 518 is 0.8139507839078898
 Similarity with kNN hybrid recommender for user: 519 is 0.5670991632173288
 Similarity with kNN hybrid recommender for user: 520 is 0.775633690102396
 Similarity with kNN hybrid recommender for user: 521 is 0.6315945335282676
 Similarity with kNN hybrid recommender for user: 522 is 0.85147083174367
 Similarity with kNN hybrid recommender for user: 523 is 0.6418560281470079
 Similarity with kNN hybrid recommender for user: 524 is 0.7344869150770778
 Similarity with kNN hybrid recommender for user: 525 is 0.658511744871858
 Similarity with kNN hybrid recommender for user: 526 is 0.6548668983167389
 Similarity with kNN hybrid recommender for user: 527 is 0.7229358476465712
 Similarity with kNN hybrid recommender for user: 528 is 0.8189382777609268
 Similarity with kNN hybrid recommender for user: 529 is 0.48339530302651185
 Similarity with kNN hybrid recommender for user: 530 is 0.5378469557148322
 Similarity with kNN hybrid recommender for user: 531 is 0.6253766126647359
 Similarity with kNN hybrid recommender for user: 532 is 0.7148939630456387
 Similarity with kNN hybrid recommender for user: 533 is 0.3574158454692154
 Similarity with kNN hybrid recommender for user: 534 is 0.40394532658255605
 Similarity with kNN hybrid recommender for user: 535 is 0.7419264483358705
 Similarity with kNN hybrid recommender for user: 536 is 0.4899770037114182
 Similarity with kNN hybrid recommender for user: 537 is 0.6327297126893568
 Similarity with kNN hybrid recommender for user: 538 is 0.7716054391709174
 Similarity with kNN hybrid recommender for user: 539 is 0.6340693586511484
 Similarity with kNN hybrid recommender for user: 540 is 0.4594127069580269
 Similarity with kNN hybrid recommender for user: 541 is 0.8570052702706558
 Similarity with kNN hybrid recommender for user: 542 is 0.7052094301715878
 Similarity with kNN hybrid recommender for user: 543 is 0.7554355490306576
 Similarity with kNN hybrid recommender for user: 544 is 0.563301874883868
 Similarity with kNN hybrid recommender for user: 545 is 0.8459887196217672
 Similarity with kNN hybrid recommender for user: 546 is 0.7596327894937265
 Similarity with kNN hybrid recommender for user: 547 is 0.587916307333578
 Similarity with kNN hybrid recommender for user: 548 is 0.5784825569955898
 Similarity with kNN hybrid recommender for user: 549 is 0.5860783324043877
 Similarity with kNN hybrid recommender for user: 550 is 0.5032297349608396
 Similarity with kNN hybrid recommender for user: 551 is 0.8410323627722119
 Similarity with kNN hybrid recommender for user: 552 is 0.7227149024560339
 Similarity with kNN hybrid recommender for user: 553 is 0.8130314956763877
 Similarity with kNN hybrid recommender for user: 554 is 0.6079160532545123
 Similarity with kNN hybrid recommender for user: 555 is 0.8724872230738595
 Similarity with kNN hybrid recommender for user: 556 is 0.6092035612496184
 Similarity with kNN hybrid recommender for user: 557 is 0.5261860309182184
 Similarity with kNN hybrid recommender for user: 558 is 0.850733935816801
 Similarity with kNN hybrid recommender for user: 559 is 0.6346746573734763
 Similarity with kNN hybrid recommender for user: 560 is 0.7940486233567179
 Similarity with kNN hybrid recommender for user: 561 is 0.7422291876963006
 Similarity with kNN hybrid recommender for user: 562 is 0.8657624506274936
 Similarity with kNN hybrid recommender for user: 563 is 0.4959382097533951
 Similarity with kNN hybrid recommender for user: 564 is 0.7034986616721952
 Similarity with kNN hybrid recommender for user: 565 is 0.617426661638031
 Similarity with kNN hybrid recommender for user: 566 is 0.6627933581466484
 Similarity with kNN hybrid recommender for user: 567 is 0.7238320809044411
 Similarity with kNN hybrid recommender for user: 568 is 0.6926429736636438
 Similarity with kNN hybrid recommender for user: 569 is 0.7764409930447077
 Similarity with kNN hybrid recommender for user: 570 is 0.7881643261471877
 Similarity with kNN hybrid recommender for user: 571 is 0.7936237994209768
 Similarity with kNN hybrid recommender for user: 572 is 0.8240518697705248
 Similarity with kNN hybrid recommender for user: 573 is 0.7343579264231421
 Similarity with kNN hybrid recommender for user: 574 is 0.619339962039971
 Similarity with kNN hybrid recommender for user: 575 is 0.799379340360357
 Similarity with kNN hybrid recommender for user: 576 is 0.6807428131440302
 Similarity with kNN hybrid recommender for user: 577 is 0.7881570139226453
 Similarity with kNN hybrid recommender for user: 578 is 0
 Similarity with kNN hybrid recommender for user: 579 is 0.7518260376451785
 Similarity with kNN hybrid recommender for user: 580 is 0.8237683396357052
 Similarity with kNN hybrid recommender for user: 581 is 0.7676802415059748
 Similarity with kNN hybrid recommender for user: 582 is 0.7652990403057263
 Similarity with kNN hybrid recommender for user: 583 is 0.7428231793698321
 Similarity with kNN hybrid recommender for user: 584 is 0.8251101033022282
 Similarity with kNN hybrid recommender for user: 585 is 0.7311437691997212
 Similarity with kNN hybrid recommender for user: 586 is 0.8378230391772329
 Similarity with kNN hybrid recommender for user: 587 is 0.9279341705146942
 Similarity with kNN hybrid recommender for user: 588 is 0.7599389565509456
 Similarity with kNN hybrid recommender for user: 589 is 0.7197164156663273
 Similarity with kNN hybrid recommender for user: 590 is 0.7304874097650988
 Similarity with kNN hybrid recommender for user: 591 is 0.8710275374078478
 Similarity with kNN hybrid recommender for user: 592 is 0.8054710370426871
 Similarity with kNN hybrid recommender for user: 593 is 0.6749391179341737
 Similarity with kNN hybrid recommender for user: 594 is 0.7204410434478903
 Similarity with kNN hybrid recommender for user: 595 is 0.4247952325887926
 Similarity with kNN hybrid recommender for user: 596 is 0.7973261521684641
 Similarity with kNN hybrid recommender for user: 597 is 0.856871310084804
 Similarity with kNN hybrid recommender for user: 598 is 0.734468029608865
 Similarity with kNN hybrid recommender for user: 599 is 0.7026472901830638
 Similarity with kNN hybrid recommender for user: 600 is 0.5553740283301496
 Similarity with kNN hybrid recommender for user: 601 is 0.6181336292726127
 Similarity with kNN hybrid recommender for user: 602 is 0.8850140311449323
 Similarity with kNN hybrid recommender for user: 603 is 0.7521477926714473
 Similarity with kNN hybrid recommender for user: 604 is 0.5035626126498259
 Similarity with kNN hybrid recommender for user: 605 is 0.6443447678739933
 Similarity with kNN hybrid recommender for user: 606 is 0.725614082478481
 Similarity with kNN hybrid recommender for user: 607 is 0.6025310346903212
 Similarity with kNN hybrid recommender for user: 608 is 0.8581768746837746
 Similarity with kNN hybrid recommender for user: 609 is 0.7204678905713886
 Similarity with kNN hybrid recommender for user: 610 is 0.7285025751135773
End the prediction of kNN hybrid based recommender
The execution time: 15668.545357942581 seconds
