Item to item based recommender experimentation using rating.csv dataset file
----------------------------------------------------------------------------
Start the prediction of item-to-item based recommender ...
 Similarity with item-to-item recommender for user: 451 is 0.7178893335358127
 Similarity with item-to-item recommender for user: 452 is 0.6805384555425057
 Similarity with item-to-item recommender for user: 453 is 0.6279003855311689
 Similarity with item-to-item recommender for user: 454 is 0.3608311407814276
 Similarity with item-to-item recommender for user: 455 is 0.799060261950838
 Similarity with item-to-item recommender for user: 456 is 0.789884914680026
 Similarity with item-to-item recommender for user: 457 is 0.5914896192221677
 Similarity with item-to-item recommender for user: 458 is 0.7187287625335027
 Similarity with item-to-item recommender for user: 459 is 0.1542457384950948
 Similarity with item-to-item recommender for user: 460 is 0.7637307463807672
 Similarity with item-to-item recommender for user: 461 is 0.5599747676520069
 Similarity with item-to-item recommender for user: 462 is 0.6445058074722098
 Similarity with item-to-item recommender for user: 463 is 0.6513449501134717
 Similarity with item-to-item recommender for user: 464 is 0.6228245010232898
 Similarity with item-to-item recommender for user: 465 is 0.47132777736807885
 Similarity with item-to-item recommender for user: 466 is 0.5305315030479566
 Similarity with item-to-item recommender for user: 467 is 0.4624723357548179
 Similarity with item-to-item recommender for user: 468 is 0.6647534496881682
 Similarity with item-to-item recommender for user: 469 is 0.7011472095836995
 Similarity with item-to-item recommender for user: 470 is 0.6180659537874942
 Similarity with item-to-item recommender for user: 471 is 0.29868260732750546
 Similarity with item-to-item recommender for user: 472 is 0.5774502773162026
 Similarity with item-to-item recommender for user: 473 is 0.46853613768193375
 Similarity with item-to-item recommender for user: 474 is 0.8621616317344628
 Similarity with item-to-item recommender for user: 475 is 0.3316089287439049
 Similarity with item-to-item recommender for user: 476 is 0.6784925376556987
 Similarity with item-to-item recommender for user: 477 is 0.4687331789916096
 Similarity with item-to-item recommender for user: 478 is 0.6084429214645758
 Similarity with item-to-item recommender for user: 479 is 0.6970205012304659
 Similarity with item-to-item recommender for user: 480 is 0.606370622814391
 Similarity with item-to-item recommender for user: 481 is 0.2874878867963914
 Similarity with item-to-item recommender for user: 482 is 0.6060143269986286
 Similarity with item-to-item recommender for user: 483 is 0.46604625053272486
 Similarity with item-to-item recommender for user: 484 is 0.7662591201038474
 Similarity with item-to-item recommender for user: 485 is 0.802411286845234
 Similarity with item-to-item recommender for user: 486 is 0.5956006009490787
 Similarity with item-to-item recommender for user: 487 is 0.7341682001786141
 Similarity with item-to-item recommender for user: 488 is 0.790368238802166
 Similarity with item-to-item recommender for user: 489 is 0.46917620308329727
 Similarity with item-to-item recommender for user: 490 is 0.4432497943287143
 Similarity with item-to-item recommender for user: 491 is 0.35159545578584395
 Similarity with item-to-item recommender for user: 492 is 0.8245014066821064
 Similarity with item-to-item recommender for user: 493 is 0.6214368138097969
 Similarity with item-to-item recommender for user: 494 is 0.7158469042552704
 Similarity with item-to-item recommender for user: 495 is 0.5300551585582777
 Similarity with item-to-item recommender for user: 496 is 0
 Similarity with item-to-item recommender for user: 497 is 0.5408333923731511
 Similarity with item-to-item recommender for user: 498 is 0.8304865245383023
 Similarity with item-to-item recommender for user: 499 is 0.2850990876792486
 Similarity with item-to-item recommender for user: 500 is 0.5925423064939059
 Similarity with item-to-item recommender for user: 501 is 0.6741172415502972
 Similarity with item-to-item recommender for user: 502 is 0.6467721258308947
 Similarity with item-to-item recommender for user: 503 is 0.5230384814574173
 Similarity with item-to-item recommender for user: 504 is 0.3253208094307539
 Similarity with item-to-item recommender for user: 505 is 0.7985180725752345
 Similarity with item-to-item recommender for user: 506 is 0.6894968896255755
 Similarity with item-to-item recommender for user: 507 is 0.5347512493117667
 Similarity with item-to-item recommender for user: 508 is 0.3146836524842909
 Similarity with item-to-item recommender for user: 509 is 0.8822575559663195
 Similarity with item-to-item recommender for user: 510 is 0.5529618218899768
 Similarity with item-to-item recommender for user: 511 is 0.6656524657575209
 Similarity with item-to-item recommender for user: 512 is 0.360990829561012
 Similarity with item-to-item recommender for user: 513 is 0.3676037117235604
 Similarity with item-to-item recommender for user: 514 is 0.7343221767843077
 Similarity with item-to-item recommender for user: 515 is 0.54951580673093
 Similarity with item-to-item recommender for user: 516 is 0.7170326979748858
 Similarity with item-to-item recommender for user: 517 is 0.5885412233534931
 Similarity with item-to-item recommender for user: 518 is 0.45987578824421116
 Similarity with item-to-item recommender for user: 519 is 0.44500229065702007
 Similarity with item-to-item recommender for user: 520 is 0.667578921602461
 Similarity with item-to-item recommender for user: 521 is 0.592417387636367
 Similarity with item-to-item recommender for user: 522 is 0.5506869875511063
 Similarity with item-to-item recommender for user: 523 is 0.5239134564309758
 Similarity with item-to-item recommender for user: 524 is 0.5815805592485477
 Similarity with item-to-item recommender for user: 525 is 0.43859998178273996
 Similarity with item-to-item recommender for user: 526 is 0.6038817514675745
 Similarity with item-to-item recommender for user: 527 is 0.5071841446397762
 Similarity with item-to-item recommender for user: 528 is 0.6857026753798245
 Similarity with item-to-item recommender for user: 529 is 0.0
 Similarity with item-to-item recommender for user: 530 is 0.606171700534124
 Similarity with item-to-item recommender for user: 531 is 0.3559894605174741
 Similarity with item-to-item recommender for user: 532 is 0.38664487065184683
 Similarity with item-to-item recommender for user: 533 is 0.6155110424097864
 Similarity with item-to-item recommender for user: 534 is 0.6554292383236091
 Similarity with item-to-item recommender for user: 535 is 0.3854615554326319
 Similarity with item-to-item recommender for user: 536 is 0.4494349592224191
 Similarity with item-to-item recommender for user: 537 is 0.6227791387601875
 Similarity with item-to-item recommender for user: 538 is 0.3509536025001374
 Similarity with item-to-item recommender for user: 539 is 0.5144591643354444
 Similarity with item-to-item recommender for user: 540 is 0.6655376698466005
 Similarity with item-to-item recommender for user: 541 is 0.575168697958455
 Similarity with item-to-item recommender for user: 542 is 0.7759679060507927
 Similarity with item-to-item recommender for user: 543 is 0.4538840506389763
 Similarity with item-to-item recommender for user: 544 is 0.7034348929624573
 Similarity with item-to-item recommender for user: 545 is 0.5618845893383687
 Similarity with item-to-item recommender for user: 546 is 0.7948062799785047
 Similarity with item-to-item recommender for user: 547 is 0.7180478070593359
 Similarity with item-to-item recommender for user: 548 is 0.08032988069229634
 Similarity with item-to-item recommender for user: 549 is 0.19262830102425263
 Similarity with item-to-item recommender for user: 550 is 0.2571838931266667
 Similarity with item-to-item recommender for user: 551 is 0.6449899185881415
 Similarity with item-to-item recommender for user: 552 is 0.769716204830713
 Similarity with item-to-item recommender for user: 553 is 0.4504823152084057
 Similarity with item-to-item recommender for user: 554 is 0.7030822190004138
 Similarity with item-to-item recommender for user: 555 is 0.7994623757255602
 Similarity with item-to-item recommender for user: 556 is 0.6245170805807189
 Similarity with item-to-item recommender for user: 557 is 0.429341016140144
 Similarity with item-to-item recommender for user: 558 is 0.5460431641679212
 Similarity with item-to-item recommender for user: 559 is 0.824825886927982
 Similarity with item-to-item recommender for user: 560 is 0.7271231593623039
 Similarity with item-to-item recommender for user: 561 is 0.5308413495304435
 Similarity with item-to-item recommender for user: 562 is 0.7714813177658327
 Similarity with item-to-item recommender for user: 563 is 0.5965126199443279
 Similarity with item-to-item recommender for user: 564 is 0.8482697523800183
 Similarity with item-to-item recommender for user: 565 is 0.5673279601697783
 Similarity with item-to-item recommender for user: 566 is 0.7735068885885359
 Similarity with item-to-item recommender for user: 567 is 0.37571402399690607
 Similarity with item-to-item recommender for user: 568 is 0.6094506417625234
 Similarity with item-to-item recommender for user: 569 is 0.3074504939788716
 Similarity with item-to-item recommender for user: 570 is 0.7401120449036662
 Similarity with item-to-item recommender for user: 571 is 0.5719790986238852
 Similarity with item-to-item recommender for user: 572 is 0.7002131866983516
 Similarity with item-to-item recommender for user: 573 is 0.5550783225482658
 Similarity with item-to-item recommender for user: 574 is 0.6249264621665979
 Similarity with item-to-item recommender for user: 575 is 0.4441751718551138
 Similarity with item-to-item recommender for user: 576 is 0.5377340607561875
 Similarity with item-to-item recommender for user: 577 is 0.6196367890693625
 Similarity with item-to-item recommender for user: 578 is 0
 Similarity with item-to-item recommender for user: 579 is 0.6291566999693796
 Similarity with item-to-item recommender for user: 580 is 0.6459363616912526
 Similarity with item-to-item recommender for user: 581 is 0.6487145074509221
 Similarity with item-to-item recommender for user: 582 is 0.6137876963181969
 Similarity with item-to-item recommender for user: 583 is 0.2550502156424546
 Similarity with item-to-item recommender for user: 584 is 0.7190291887525023
 Similarity with item-to-item recommender for user: 585 is 0.5129143971973814
 Similarity with item-to-item recommender for user: 586 is 0.49619075649619515
 Similarity with item-to-item recommender for user: 587 is 0.49516465590563125
 Similarity with item-to-item recommender for user: 588 is 0.48131776319747666
 Similarity with item-to-item recommender for user: 589 is 0.4635664044287058
 Similarity with item-to-item recommender for user: 590 is 0.46438577958754207
 Similarity with item-to-item recommender for user: 591 is 0.3255687090875412
 Similarity with item-to-item recommender for user: 592 is 0.574117286154383
 Similarity with item-to-item recommender for user: 593 is 0.40612929779588136
 Similarity with item-to-item recommender for user: 594 is 0.576941084928461
 Similarity with item-to-item recommender for user: 595 is 0.6427970111532552
 Similarity with item-to-item recommender for user: 596 is 0.4470012125056803
 Similarity with item-to-item recommender for user: 597 is 0.5725805387144541
 Similarity with item-to-item recommender for user: 598 is 0.6317774216086408
 Similarity with item-to-item recommender for user: 599 is 0.6050224911997185
 Similarity with item-to-item recommender for user: 600 is 0.8234177005895786
 Similarity with item-to-item recommender for user: 601 is 0.3315299578030368
 Similarity with item-to-item recommender for user: 602 is 0.5273089483406074
 Similarity with item-to-item recommender for user: 603 is 0.5194024208332311
 Similarity with item-to-item recommender for user: 604 is 0.6520116761107884
 Similarity with item-to-item recommender for user: 605 is 0.598986789467325
 Similarity with item-to-item recommender for user: 606 is 0.5644347988065976
 Similarity with item-to-item recommender for user: 607 is 0.45799156228413446
 Similarity with item-to-item recommender for user: 608 is 0.6001601781498036
 Similarity with item-to-item recommender for user: 609 is 0.3950568189448268
 Similarity with item-to-item recommender for user: 610 is 0.680764302857532
End the prediction of item based recommender
The execution time: 13462.847635030746 seconds
